2024-05-04 15:58:09,670 INFO    StreamThr :5364 [internal.py:wandb_internal():86] W&B internal server running at pid: 5364, started at: 2024-05-04 15:58:09.669514
2024-05-04 15:58:09,672 DEBUG   HandlerThread:5364 [handler.py:handle_request():146] handle_request: status
2024-05-04 15:58:09,679 INFO    WriterThread:5364 [datastore.py:open_for_write():87] open: d:\4_Course\1_2023Aio\8_40_Day_Python_Practice\Day38\wandb\run-20240504_155809-e73mua87\run-e73mua87.wandb
2024-05-04 15:58:09,680 DEBUG   SenderThread:5364 [sender.py:send():379] send: header
2024-05-04 15:58:09,722 DEBUG   SenderThread:5364 [sender.py:send():379] send: run
2024-05-04 15:58:10,695 INFO    SenderThread:5364 [dir_watcher.py:__init__():211] watching files in: d:\4_Course\1_2023Aio\8_40_Day_Python_Practice\Day38\wandb\run-20240504_155809-e73mua87\files
2024-05-04 15:58:10,695 INFO    SenderThread:5364 [sender.py:_start_run_threads():1124] run started: e73mua87 with start time 1714813089.668539
2024-05-04 15:58:10,702 DEBUG   HandlerThread:5364 [handler.py:handle_request():146] handle_request: check_version
2024-05-04 15:58:10,703 DEBUG   SenderThread:5364 [sender.py:send_request():406] send_request: check_version
2024-05-04 15:58:11,208 DEBUG   HandlerThread:5364 [handler.py:handle_request():146] handle_request: run_start
2024-05-04 15:58:11,217 DEBUG   HandlerThread:5364 [system_info.py:__init__():26] System info init
2024-05-04 15:58:11,217 DEBUG   HandlerThread:5364 [system_info.py:__init__():41] System info init done
2024-05-04 15:58:11,217 INFO    HandlerThread:5364 [system_monitor.py:start():194] Starting system monitor
2024-05-04 15:58:11,217 INFO    SystemMonitor:5364 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-04 15:58:11,217 INFO    HandlerThread:5364 [system_monitor.py:probe():214] Collecting system info
2024-05-04 15:58:11,219 INFO    SystemMonitor:5364 [interfaces.py:start():190] Started cpu monitoring
2024-05-04 15:58:11,222 DEBUG   HandlerThread:5364 [system_info.py:probe():150] Probing system
2024-05-04 15:58:11,222 INFO    SystemMonitor:5364 [interfaces.py:start():190] Started disk monitoring
2024-05-04 15:58:11,223 INFO    SystemMonitor:5364 [interfaces.py:start():190] Started gpu monitoring
2024-05-04 15:58:11,227 INFO    SystemMonitor:5364 [interfaces.py:start():190] Started memory monitoring
2024-05-04 15:58:11,235 INFO    SystemMonitor:5364 [interfaces.py:start():190] Started network monitoring
2024-05-04 15:58:11,236 DEBUG   HandlerThread:5364 [system_info.py:_probe_git():135] Probing git
2024-05-04 15:58:11,302 DEBUG   HandlerThread:5364 [system_info.py:_probe_git():143] Probing git done
2024-05-04 15:58:11,302 DEBUG   HandlerThread:5364 [system_info.py:probe():198] Probing system done
